energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,artist,track_name,popularity,success
0.557,0.124,150.073,0.0318,0.74,0.0,4,0.652,1,169354,-5.714,0.483,0,Alec Benjamin,Let Me Down Slowly,85,1
0.814,0.117,175.878,0.281,0.252,0.0,5,0.537,7,212898,-5.855,0.505,1,Coez,Come nelle canzoni,59,1
0.366,0.315,109.862,0.031,0.799,1.05e-06,4,0.394,3,293727,-10.855,0.3,1,Adie,Tahanan,54,1
0.259,0.362,142.169,0.0595,0.903,0.0,4,0.652,2,155453,-13.336,0.836,1,Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),87,1
0.842,0.473,97.577,0.0707,0.00305,3.54e-06,4,0.786,4,221227,-5.115,0.685,0,Jennifer Lopez,Love Don't Cost a Thing,69,1
0.522,0.0743,110.427,0.0293,0.282,0.0,4,0.75,9,321556,-7.018,0.601,1,Marc Seguí,Tiroteo - Remix,88,1
0.869,0.14,91.972,0.0275,0.047,0.0,4,0.538,8,326843,-3.464,0.369,1,Official HIGE DANdism,Pretender,60,1
0.632,0.109,102.992,0.0423,0.512,0.0,4,0.832,1,220794,-6.982,0.83,1,4EVE,วัดปะหล่ะ? (Test Me),65,1
0.743,0.237,127.045,0.149,0.0142,2.12e-05,4,0.825,2,237120,-5.995,0.8,1,Pitbull,I Know You Want Me (Calle Ocho),62,1
0.375,0.076,140.467,0.0303,0.579,0.0,4,0.683,0,135533,-13.056,0.888,1,Burl Ives,A Holly Jolly Christmas - Single Version,83,1
0.859,0.0215,105.115,0.0996,0.0185,0.0,4,0.704,5,217289,-4.877,0.926,0,Bruno Mars,Finesse - Remix; feat. Cardi B,76,1
0.21,0.138,78.696,0.0341,0.92,8.06e-05,4,0.319,1,192160,-15.231,0.209,1,Nat King Cole,The Christmas Song (Merry Christmas To You),86,1
0.78,0.081,124.949,0.128,0.0622,0.0,4,0.776,10,204347,-4.374,0.666,0,Imagine Dragons,Believer,89,1
0.621,0.294,191.9,0.116,0.0489,0.0,4,0.525,7,204093,-7.364,0.591,1,Ariana Grande,Santa Tell Me,91,1
0.819,0.0872,121.605,0.441,0.344,0.0,5,0.544,11,300000,-6.401,0.417,1,Light,Goodfella,57,1
0.481,0.103,127.909,0.0295,0.799,7.86e-05,4,0.493,5,343061,-7.677,0.515,0,K-ICM,Chim Quý Trong Lồng,66,1
0.551,0.0863,92.887,0.0449,0.132,4.12e-05,4,0.911,8,265867,-3.75,0.969,0,Mary J. Blige,Family Affair,75,1
0.728,0.345,116.049,0.11,0.19,0.0199,4,0.921,10,204828,-6.218,0.833,0,El Alfa,Este Tema Maste,50,1
0.633,0.29,144.021,0.241,0.0214,0.0,4,0.704,11,203760,-6.923,0.863,0,Demi Lovato,Sorry Not Sorry,0,1
0.784,0.668,136.245,0.0627,0.106,0.000108,4,0.448,9,186813,-3.686,0.236,1,Imagine Dragons,Radioactive,73,1
0.722,0.121,95.012,0.108,0.064,0.000362,4,0.707,1,204653,-6.751,0.793,0,ABREU,"Levoton tyttö (feat. Evelina, Nelli Matula) [Vain elämää kausi 12]",60,1
0.862,0.082,117.017,0.0618,0.179,0.00656,4,0.88,11,223462,-4.697,0.582,0,El Alfa,Tamo en Hoja,65,1
0.716,0.135,99.988,0.0349,0.0863,2.63e-05,4,0.649,8,205947,-5.371,0.163,1,DJ Snake,Let Me Love You,83,1
0.741,0.0822,118.984,0.031,0.17,0.0,4,0.618,2,235267,-3.95,0.296,1,Taylor Swift,Love Story,71,1
0.826,0.197,132.964,0.0349,0.00101,0.129,4,0.735,1,212280,-4.902,0.74,1,Rihanna,Shut Up And Drive,70,1
0.467,0.0941,82.082,0.0715,0.248,0.0,4,0.697,9,229413,-7.536,0.572,1,Rihanna,Take A Bow,77,1
0.418,0.329,180.145,0.476,0.113,0.0,4,0.816,0,189973,-9.343,0.683,0,KAVVO,Amarrau,0,1
0.612,0.0671,127.958,0.0426,0.125,0.0,4,0.845,11,207187,-3.805,0.771,0,Rusherking,Antes de Ti,82,1
0.716,0.324,91.007,0.0361,0.174,0.0,4,0.701,7,140533,-3.671,0.732,0,24kGoldn,Mood (feat. iann dior),89,1
0.628,0.0469,84.656,0.271,0.0717,0.0,4,0.665,11,190941,-6.832,0.275,0,Light,Voodoo,53,1
0.259,0.115,75.031,0.0598,0.801,2.36e-05,4,0.676,6,204693,-12.127,0.314,1,Janine Teñoso,Pelikula,72,1
0.416,0.0615,95.99,0.0295,0.0434,2.86e-05,4,0.818,7,124273,-13.45,0.85,0,Birgitta Haukdal,Eitt lítið jólalag,45,1
0.599,0.11,91.067,0.231,0.0645,0.0,4,0.886,8,182332,-8.312,0.685,1,YNY Sebi,Abu Dhabi,46,1
0.548,0.355,90.0,0.0252,0.463,0.0,4,0.631,1,240239,-7.731,0.262,1,Cosmos People,藍色的你 (《比悲傷更悲傷的故事》 影集版 插曲),59,1
0.886,0.266,144.946,0.04,0.0837,0.0,4,0.804,1,238587,-2.512,0.789,1,Ayo & Teo,Rolex,72,1
0.745,0.0615,107.075,0.12,0.206,0.0,4,0.956,11,228240,-4.753,0.912,0,Nelly,Hot In Herre,75,1
0.7,0.0549,104.981,0.0436,0.0199,0.0,4,0.611,9,220573,-5.331,0.213,1,DJ Snake,Middle,0,1
0.714,0.155,175.924,0.129,0.0549,0.0,4,0.564,7,204013,-4.987,0.33,1,Rachel Platten,Fight Song,79,1
0.861,0.277,171.966,0.172,0.012,0.00103,4,0.308,11,158774,-4.112,0.0386,0,Luude,Down Under (feat. Colin Hay),62,1
0.729,0.209,129.003,0.0387,0.00357,0.0,4,0.555,7,228879,-4.813,0.369,1,Katy Perry,Unconditionally,0,1
0.761,0.0823,119.999,0.0338,0.0966,0.0,4,0.736,4,238427,-5.449,0.114,0,Tove Lo,Talking Body,70,1
0.898,0.477,149.971,0.0353,0.0857,0.000254,4,0.586,3,188900,-1.928,0.21,0,Weird Genius,LATHI (with Sara Fajira),61,1
0.844,0.0723,113.324,0.0334,0.25,0.000678,4,0.788,2,251240,-3.131,0.382,1,Britney Spears,Gimme More,81,1
0.33,0.0872,95.801,0.031,0.416,0.0,4,0.575,7,217213,-6.557,0.277,1,Lady Gaga,Shallow - Radio Edit,77,1
0.448,0.0922,83.406,0.0443,0.14,0.0,4,0.525,1,140308,-4.075,0.527,0,MC Zaquin,Não Nasceu pra Namorar,80,1
0.906,0.0681,125.028,0.0615,0.0309,0.0,4,0.75,6,211200,-4.36,0.51,0,Galena,Scandal,45,1
0.398,0.38,125.983,0.0306,0.319,0.000113,4,0.67,9,231429,-9.14,0.219,1,Frances Forever,Space Girl,1,1
0.909,0.266,160.145,0.0948,0.119,0.0,4,0.621,7,144517,-2.185,0.787,1,Max e Luan,Vestido Coladinho,79,1
0.618,0.169,81.975,0.0273,0.0716,0.000388,4,0.535,8,352200,-3.913,0.228,1,Taylor Swift,Enchanted,83,1
0.482,0.0818,167.971,0.302,0.0838,0.0,4,0.814,1,204286,-7.208,0.925,1,ByeAlex és a Slepp,Rossz esték,59,1
0.943,0.0528,129.256,0.0846,0.11,1.41e-05,4,0.854,11,239578,-4.876,0.53,0,El Alfa,Curazao,74,1
0.425,0.322,102.078,0.0333,0.584,0.0,3,0.357,5,198040,-7.301,0.27,1,Conan Gray,Heather,89,1
0.394,0.119,84.018,0.0321,0.676,0.0,4,0.585,6,212963,-9.016,0.345,0,Eden Hason,שקיעות אדומות,25,1
0.725,0.0561,191.944,0.266,0.0102,0.000479,4,0.668,1,210227,-6.127,0.729,1,Sia,The Greatest (feat. Kendrick Lamar),72,1
0.62,0.115,92.046,0.0445,0.0511,2.12e-05,4,0.692,1,164702,-4.899,0.114,0,Reynmen,Yalan,74,1
0.353,0.173,134.079,0.0912,0.0866,5.78e-05,4,0.885,2,117067,-10.484,0.316,1,Coi Leray,TWINNEM,74,1
0.546,0.102,147.986,0.0575,0.3,0.0,4,0.806,9,212867,-6.637,0.874,1,Justin Bieber,Intentions (feat. Quavo),78,1
0.501,0.284,140.647,0.0643,0.423,3.44e-05,4,0.413,0,123205,-13.289,0.331,1,Egill Ólafsson,Hátíð í bæ,43,1
0.703,0.344,96.522,0.286,0.162,0.0,4,0.666,10,183141,-5.396,0.635,0,BOJAN,WOHIN,69,1
0.485,0.0986,167.188,0.325,0.0986,1.11e-06,4,0.474,9,223403,-7.177,0.137,0,S10,Adem Je In - Remix,67,1
0.586,0.193,125.971,0.2,0.114,0.0,4,0.823,6,190476,-6.606,0.347,0,Pop Smoke,For The Night (feat. Lil Baby & DaBaby),85,1
0.922,0.422,95.975,0.0728,0.00475,0.000162,4,0.527,9,181680,-2.666,0.49,0,Mother Mother,Hayloft,82,1
0.373,0.178,88.974,0.0275,0.762,6.91e-06,4,0.465,11,157236,-8.897,0.158,1,Astrid S,Når Snøen Smelter - fra Tre nøtter til Askepott,70,1
0.804,0.33,144.992,0.0358,0.0041,0.0,4,0.538,8,197640,-5.194,0.507,1,The Vamps,All Night,76,1
0.787,0.0669,95.005,0.12,0.214,0.0,4,0.746,4,206187,-6.373,0.607,1,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),69,1
0.839,0.0718,156.057,0.113,0.312,0.0,4,0.678,2,174081,-3.78,0.798,1,Jorge & Mateus,Namorando Com Saudade,80,1
0.437,0.0894,147.88,0.0332,0.282,0.0,3,0.638,4,143933,-3.857,0.618,1,Christian Nodal,Aquí Abajo,74,1
0.631,0.0889,125.947,0.0704,0.269,4.79e-05,4,0.877,10,154286,-6.716,0.604,0,LMEN PRALA,Polizei,56,1
0.6,0.117,94.915,0.326,0.105,0.0,4,0.89,2,146526,-9.609,0.464,0,VC Barre,Dirty Kalle,66,1
0.938,0.1,143.126,0.0709,0.0136,0.0,4,0.566,9,156084,-4.387,0.753,1,BLANCO,Paraocchi,72,1
0.465,0.136,162.017,0.489,0.00106,1.5e-05,4,0.878,0,213609,-4.834,0.39,1,V:RGO,ZASLUJAVAM,38,1
0.657,0.26,92.995,0.23,0.00288,0.0,4,0.7,7,136798,-7.894,0.593,1,shadowraze,juggernaut (Prod. by PLVSTIC),66,1
0.652,0.0816,142.068,0.164,0.00667,0.000236,4,0.684,11,118565,-10.144,0.654,1,Lvbel C5,10 NUMARA,81,1
0.804,0.214,89.937,0.149,0.164,0.0157,4,0.853,10,184000,-4.25,0.708,0,Blessd,Hace Tiempo,66,1
0.452,0.0655,100.044,0.0973,0.0196,0.00351,4,0.949,9,159100,-9.253,0.184,1,Big Baby Tape,99 Problems,78,1
0.761,0.17,141.971,0.0853,0.256,4.96e-06,4,0.52,4,180823,-3.093,0.286,1,Marshmello,Silence,82,1
0.758,0.365,92.528,0.0824,0.127,7.58e-06,4,0.756,5,138487,-3.68,0.708,0,ALEE,Menned kell,60,1
0.648,0.126,125.035,0.0633,0.121,2.17e-05,4,0.869,11,339320,-8.698,0.9,0,"Earth, Wind & Fire",Let's Groove,83,1
0.612,0.37,180.917,0.112,0.584,5.7e-06,4,0.442,2,215507,-7.222,0.178,1,Olivia Rodrigo,deja vu,90,1
0.356,0.0963,96.991,0.195,0.223,0.0,4,0.765,11,198293,-5.556,0.189,0,Bryson Tiller,Don't,81,1
0.61,0.0983,100.047,0.0696,0.343,0.0,4,0.783,7,214265,-6.124,0.418,1,Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),70,1
0.553,0.332,142.079,0.187,0.0559,0.0,4,0.852,1,205879,-7.286,0.656,1,Drake,Jumpman,74,1
0.398,0.101,105.012,0.0795,0.00151,3.95e-05,4,0.964,11,178405,-8.981,0.563,0,Ashnikko,Slumber Party (feat. Princess Nokia),80,1
0.457,0.139,101.968,0.464,0.775,0.0,4,0.709,11,137647,-12.029,0.6,0,Owen,Nia Mondo,56,1
0.904,0.064,82.014,0.0618,0.193,0.0,4,0.579,5,190947,-2.729,0.681,1,Panic! At The Disco,High Hopes,83,1
0.353,0.156,135.824,0.0319,0.689,0.000186,4,0.48,1,278824,-8.391,0.319,1,Vũ.,Bước Qua Mùa Cô Đơn,62,1
0.706,0.064,142.989,0.16,0.223,0.00028,4,0.766,7,172598,-6.553,0.766,0,Maroon 5,Lost,79,1
0.775,0.108,126.984,0.108,0.277,0.0,4,0.817,10,234334,-4.767,0.806,0,Wiz Khalifa,The Thrill,80,1
0.664,0.0849,166.928,0.154,0.335,0.0,4,0.563,9,178147,-5.044,0.688,1,Olivia Rodrigo,good 4 u,95,1
0.197,0.107,130.367,0.0329,0.88,0.0,4,0.581,3,214293,-7.697,0.349,1,Kacey Musgraves,Rainbow,74,1
0.594,0.351,129.991,0.0581,0.0225,1.91e-06,4,0.631,2,205547,-5.727,0.716,1,Álvaro De Luna,Juramento eterno de sal,74,1
0.743,0.0674,166.043,0.0629,0.251,0.0,4,0.746,7,172621,-3.349,0.938,1,Zé Felipe,Senta Danada,82,1
0.711,0.0501,91.999,0.0379,0.365,0.0,4,0.605,8,199120,-4.09,0.645,1,Los Ángeles Azules,Otra Noche,57,1
0.683,0.137,96.133,0.117,0.0372,0.0,4,0.697,1,186987,-2.881,0.603,0,Anne-Marie,2002,83,1
0.845,0.713,121.95,0.0721,0.501,0.0,4,0.782,2,213006,-3.731,0.771,1,Tayrone,Cê Tá Preparada - Ao Vivo Em Goiânia / 2021,83,1
0.489,0.114,143.808,0.0368,0.132,0.000643,4,0.439,8,250707,-6.286,0.253,1,Christina Perri,human,64,1
0.572,0.107,137.026,0.0459,0.68,0.0105,4,0.812,10,215474,-8.818,0.548,0,Ayaz Erdoğan,Baba,78,1
0.544,0.179,100.964,0.0387,0.207,0.635,4,0.907,8,161606,-4.701,0.387,1,Big Baby Tape,Dirrt,71,1
0.699,0.064,86.704,0.0493,0.0352,0.0,4,0.655,11,187427,-4.421,0.802,1,One Direction,History,75,1
0.911,0.775,161.109,0.41,0.0559,0.0,4,0.514,1,254027,-2.027,0.619,0,Destiny's Child,Survivor,72,1
0.633,0.106,145.914,0.184,0.0876,2.6e-06,4,0.907,2,276147,-5.145,0.395,1,Migos,Walk It Talk It,77,1
0.2,0.103,136.054,0.0365,0.891,0.0,4,0.435,9,250323,-12.481,0.244,1,Budi Doremi,Tolong,64,1
0.77,0.159,130.037,0.0446,0.0431,0.0,4,0.605,5,225915,-3.645,0.298,0,Clean Bandit,Tears (feat. Louisa Johnson),64,1
0.773,0.105,122.65,0.0949,0.572,0.0,4,0.416,8,210307,-3.784,0.716,1,John Legend,Love Me Now,57,1
0.592,0.143,66.769,0.262,0.532,0.00462,3,0.642,11,185400,-8.194,0.377,0,Leaderbrain,Latina,62,1
0.613,0.115,91.024,0.0344,0.403,0.0,4,0.667,1,194453,-5.353,0.47,1,Charlie Puth,One Call Away,67,1
0.504,0.104,85.016,0.141,0.261,7e-06,4,0.82,4,199206,-9.113,0.275,0,Shubh,We Rollin,72,1
0.118,0.116,93.086,0.0298,0.912,0.0,4,0.698,5,152416,-12.113,0.552,1,Hafdís Huld,Litlar stjörnur,46,1
0.503,0.11,75.008,0.206,0.527,0.0,4,0.79,1,168800,-9.301,0.241,1,Dzsúdló,Lej,56,1
0.602,0.137,92.015,0.469,0.407,0.0,4,0.814,7,156522,-7.799,0.309,1,Mgk666,Da Don,46,1
0.911,0.0593,101.0,0.0572,0.0137,0.00081,4,0.742,8,195616,-2.812,0.78,1,Tanishk Bagchi,"Kusu Kusu (From ""Satyameva Jayate 2"")",74,1
0.687,0.619,105.021,0.141,0.00758,0.0,4,0.786,0,215160,-5.914,0.345,1,Timeflies,Once In a While,63,1
0.606,0.119,92.988,0.088,0.0946,0.0,4,0.807,3,227520,-8.871,0.304,0,Jhay Cortez,CÓMO SE SIENTE - Remix,82,1
0.73,0.0981,93.867,0.0874,0.323,0.0,4,0.637,5,218947,-5.38,0.732,0,Rihanna,Hate That I Love You,70,1
0.574,0.194,137.105,0.384,0.319,0.0,4,0.829,1,173073,-5.934,0.331,1,Ninho,Mood,74,1
0.513,0.112,126.844,0.0282,0.157,0.0,4,0.425,6,307874,-6.805,0.314,1,AGA,理性與任性之間,57,1
0.624,0.125,90.034,0.0343,0.385,0.0,4,0.599,8,226533,-3.631,0.539,1,Shontelle,Impossible - Main,0,1
0.774,0.071,75.895,0.0665,0.562,0.0,4,0.587,10,154662,-4.719,0.593,1,Zé Neto & Cristiano,Você Beberia Ou Não Beberia?,74,1
0.639,0.0598,87.998,0.103,0.238,0.0,4,0.524,10,219960,-7.18,0.582,1,Alessia Cara,I'm Like A Bird - Recorded at Spotify Studios NYC,69,1
0.681,0.289,79.702,0.0781,0.495,0.0,4,0.584,1,237173,-5.084,0.821,0,Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,61,1
0.661,0.157,118.055,0.0614,0.436,0.0,4,0.378,7,242155,-6.221,0.509,0,Urworld,Sunkissed,66,1
0.882,0.206,102.04,0.117,0.0466,0.0,4,0.742,7,221176,-2.862,0.463,1,Sean Paul,No Lie,84,1
0.764,0.357,116.982,0.0462,0.00803,0.0,4,0.746,2,231883,-6.833,0.701,1,Fujii Kaze,きらり,77,1
0.87,0.0826,161.953,0.0362,0.00438,0.00603,4,0.48,1,297933,-4.792,0.584,1,Sam Fender,Seventeen Going Under,78,1
0.681,0.189,121.918,0.358,0.157,0.0,4,0.895,7,240000,-5.267,0.554,0,Kevin Gates,2 Phones,71,1
0.393,0.103,79.962,0.0272,0.738,0.0,4,0.672,0,249098,-7.72,0.327,1,Mawar de Jongh,Lebih Dari Egoku,61,1
0.868,0.388,122.003,0.0731,0.0392,0.00169,4,0.738,11,212640,-4.373,0.336,0,Calvin Harris,How Deep Is Your Love,78,1
0.586,0.0813,126.684,0.0362,0.697,0.0,4,0.553,11,196373,-6.319,0.443,1,Dean Lewis,Be Alright,82,1
0.557,0.0902,85.043,0.059,0.695,0.0,4,0.358,10,211467,-7.398,0.494,1,James Arthur,Say You Won't Let Go,86,1
0.575,0.104,90.037,0.029,0.0225,1.81e-06,4,0.632,5,183414,-6.478,0.188,1,Mike Perry,The Ocean (feat. Shy Martin),73,1
0.302,0.125,136.01,0.0466,0.946,3.38e-05,4,0.77,0,188103,-7.911,0.821,0,ROSALÍA,LA FAMA (with The Weeknd),90,1
0.581,0.0983,163.063,0.199,0.0409,2.36e-05,4,0.818,2,159018,-6.593,0.5,1,Diho,Szyby,72,1
0.788,0.0559,179.876,0.205,0.0191,0.0,4,0.662,3,170760,-4.55,0.711,0,J Balvin,Una Nota,86,1
0.508,0.105,147.94,0.0536,0.722,0.0,4,0.578,10,296007,-8.884,0.304,1,Ren Ran,飞鸟和蝉,63,1
0.212,0.131,126.579,0.0334,0.958,0.00157,4,0.617,0,261616,-9.856,0.219,1,Vũ.,Lạ Lùng,59,1
0.64,0.101,99.019,0.159,0.000155,0.00077,4,0.779,7,246960,-8.415,0.498,1,Rihanna,Pon de Replay,79,1
0.572,0.139,96.181,0.0573,0.0748,0.843,4,0.784,0,132346,-9.853,0.209,1,DVRST,Close Eyes,85,1
0.629,0.324,130.0,0.0735,0.00474,2.17e-05,4,0.798,11,284373,-6.857,0.4,0,Black Eyed Peas,Meet Me Halfway,74,1
0.647,0.332,196.426,0.212,0.303,0.0,4,0.409,10,215517,-7.698,0.523,1,yungest Moonstar,uNa DiReZioNe giUsTa,76,1
0.666,0.0854,139.987,0.0446,0.193,0.0,4,0.664,8,210560,-2.203,0.405,1,Red Velvet,Psycho,78,1
0.675,0.0727,78.0,0.0339,0.379,0.0,4,0.526,7,194187,-3.989,0.537,0,Florida Georgia Line,H.O.L.Y.,0,1
0.262,0.068,104.085,0.0276,0.746,0.0,4,0.427,7,224867,-8.541,0.228,1,Harry Styles,Sweet Creature,79,1
0.324,0.364,113.036,0.0286,0.668,0.000401,4,0.534,4,221999,-10.195,0.177,1,Johny Machette,Vanocni (feat. Teri Blitzen),53,1
0.739,0.111,97.085,0.129,0.0285,0.0,4,0.573,0,230227,-5.74,0.451,1,Alessia Cara,Scars To Your Beautiful,74,1
0.563,0.179,100.017,0.134,0.621,0.0,4,0.728,1,217707,-8.053,0.352,0,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),82,1
0.215,0.211,79.789,0.467,0.601,0.754,4,0.498,11,44000,-17.389,0.2,0,Viktor Sheen,Zzzpět (skit),58,1
0.463,0.338,90.035,0.0842,0.21,0.0382,4,0.749,11,226987,-8.433,0.189,1,Doja Cat,Streets,86,1
0.825,0.598,158.083,0.336,0.0873,0.0,4,0.766,11,147342,-5.86,0.695,1,Mgk666,Evian,50,1
0.56,0.111,140.06,0.105,0.546,0.0,4,0.75,8,221440,-8.094,0.459,1,Post Malone,Psycho (feat. Ty Dolla $ign),80,1
0.702,0.188,145.022,0.0482,0.0723,0.0,4,0.657,9,211394,-7.667,0.75,0,Eladio Carrion,Sin Frenos,70,1
0.695,0.0889,139.0,0.0622,0.073,0.0,4,0.724,11,224400,-5.226,0.235,1,Britney Spears,Womanizer,79,1
0.82,0.35,141.002,0.0601,0.143,0.0,4,0.817,0,177973,-2.954,0.733,1,NiziU,Chopstick,65,1
0.731,0.308,87.908,0.0868,0.0534,0.0,4,0.589,2,268867,-6.343,0.191,1,G-Eazy,Him & I,0,1
0.59,0.181,175.879,0.362,0.183,0.0,4,0.776,5,187979,-4.969,0.764,0,Boza,En La Luna,63,1
0.928,0.0988,148.03,0.0759,0.00113,0.0,4,0.351,1,222076,-3.71,0.239,1,The Killers,Mr. Brightside,0,1
0.285,0.152,87.789,0.0475,0.741,0.0,4,0.54,3,218507,-10.053,0.434,1,Isyana Sarasvati,Heaven,60,1
0.71,0.0611,115.04,0.0572,0.584,0.0,4,0.812,7,176351,-4.022,0.963,0,Gawryle,Harnaś ice tea,67,1
0.673,0.0904,110.962,0.159,0.264,3.35e-06,4,0.787,11,237893,-4.583,0.779,0,Doja Cat,Say So,84,1
0.576,0.074,174.062,0.136,0.0532,0.0,4,0.674,1,205709,-4.144,0.782,1,Duki,Midtown,69,1
0.632,0.0869,147.873,0.0342,0.682,0.0,4,0.494,5,274693,-6.89,0.0797,1,Lauren Daigle,You Say,77,1
0.331,0.0896,173.65,0.0421,0.857,0.0,3,0.343,0,196480,-11.067,0.154,0,Jasmin Moallem,יחפים,40,1
0.832,0.153,128.924,0.0499,0.352,0.00316,4,0.821,6,193488,-6.64,0.531,1,Kabe,Cały hajs,70,1
0.72,0.129,122.031,0.218,0.223,0.0,4,0.789,8,166794,-5.652,0.664,0,Topic,Breaking Me,84,1
0.634,0.276,124.074,0.163,0.0564,0.0,4,0.812,8,174194,-4.96,0.463,1,Jonasu,Black Magic,78,1
0.584,0.128,129.055,0.316,0.0576,0.0,4,0.906,8,292373,-7.72,0.831,0,Fergie,Fergalicious,65,1
0.647,0.248,87.999,0.136,0.0515,0.0,4,0.79,10,211000,-5.983,0.654,0,Kanye West,Heartless,82,1
0.823,0.0958,121.958,0.211,0.507,0.0,4,0.762,9,210246,-3.25,0.342,0,Peter Pann,Stroj,56,1
0.709,0.356,91.014,0.0477,0.408,2.55e-05,4,0.509,2,203259,-8.361,0.631,1,Terence Lam,神奇的糊塗魔藥,43,1
0.843,0.107,110.027,0.106,0.415,0.000134,4,0.847,5,203600,-3.579,0.963,0,Britney Spears,I'm a Slave 4 U,72,1
0.407,0.11,139.028,0.0267,0.309,0.000961,3,0.421,10,285120,-7.445,0.161,1,Christina Perri,A Thousand Years,58,1
0.638,0.0849,184.086,0.075,0.02,7.66e-05,4,0.378,10,250627,-5.576,0.735,1,fun.,We Are Young (feat. Janelle Monáe),77,1
0.881,0.0793,98.994,0.147,0.296,3.01e-06,4,0.674,9,178480,-2.853,0.234,1,Mabel,Don't Call Me Up,80,1
0.615,0.404,120.06,0.0324,0.109,0.0,4,0.617,0,258533,-5.832,0.574,1,Dicte,Drømte Mig En Lille Drøm - Fra julekalenderen 'Absalons Hemmelighed',45,1
0.544,0.0824,97.028,0.0943,0.0403,0.0,4,0.836,7,217947,-5.975,0.51,1,Dua Lipa,IDGAF,80,1
0.658,0.156,175.918,0.0987,0.0156,4.5e-06,4,0.518,0,190568,-7.248,0.419,1,DJ Project,Cheia Inimii Mele,55,1
0.52,0.329,89.395,0.147,0.306,4.76e-06,4,0.603,0,167500,-8.103,0.385,0,KADR,Hakim Bey,74,1
0.771,0.127,159.979,0.0534,0.0321,0.0,4,0.73,6,148468,-6.973,0.689,0,Kris Kross Amsterdam,Vluchtstrook,72,1
0.44,0.0796,100.017,0.035,0.0359,0.00217,4,0.747,7,242960,-9.452,0.819,1,Julie,Jesus & Josefine,54,1
0.713,0.0839,121.028,0.0524,0.0853,0.0,4,0.486,2,226720,-3.949,0.297,0,Zara Larsson,I Would Like,60,1
0.534,0.165,93.924,0.253,0.345,0.0,4,0.832,1,132833,-7.813,0.116,0,Polo G,Martin & Gina,85,1
0.456,0.214,110.05,0.0343,0.743,5.62e-06,4,0.707,6,231273,-8.103,0.396,0,Calin,Podvod (Píseň k filmu Shoky & Morthy: Poslední velká akce),57,1
0.65,0.225,144.937,0.0591,0.219,0.0,4,0.548,8,194897,-5.827,0.557,0,David Guetta,2U (feat. Justin Bieber),70,1
0.562,0.101,130.056,0.0289,0.45,0.0,4,0.575,6,283969,-7.396,0.334,1,en,间距,65,1
0.592,0.0642,169.975,0.0437,0.18,0.00264,4,0.561,7,282353,-10.41,0.965,0,Evdeki Saat,Uzunlar - V1,77,1
0.686,0.0732,172.014,0.175,0.0317,1.86e-06,4,0.567,7,193147,-6.139,0.716,1,Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version),82,1
0.785,0.203,106.046,0.0333,0.327,0.0,4,0.687,1,194408,-4.65,0.655,1,Jonas Blue,Rise,0,1
0.846,0.157,77.011,0.0568,0.0142,0.0,4,0.746,1,134026,-2.002,0.566,1,ISSI,Svart hár,37,1
0.611,0.131,122.997,0.0718,0.0615,0.0,4,0.84,11,157439,-6.904,0.898,0,EDIS,Martılar,71,1
0.585,0.0644,105.017,0.0432,0.103,3.94e-06,4,0.803,8,214480,-5.861,0.593,1,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),79,1
0.769,0.105,107.949,0.0425,0.113,0.0,4,0.705,9,213520,-5.526,0.583,0,The Weeknd,Can't Feel My Face,81,1
0.684,0.101,87.188,0.0878,0.152,0.0,4,0.356,8,193733,-7.347,0.347,1,KSI,Holiday,70,1
0.624,0.243,176.169,0.309,0.6,2.12e-06,4,0.61,2,250534,-4.773,0.244,1,Bad Bunny,Callaita,83,1
0.511,0.108,113.171,0.122,0.458,0.0,5,0.563,0,206405,-6.415,0.21,0,Yade Lauren,In De Nacht,77,1
0.387,0.06,100.013,0.256,0.365,0.00238,4,0.863,5,168000,-10.057,0.39,0,AP Dhillon,DESIRES,78,1
0.548,0.16,90.024,0.102,0.694,6.92e-06,4,0.752,6,199333,-8.219,0.601,0,Billkin,รู้งี้เป็นแฟนกันตั้งนานแล้ว (Safe Zone) - From แปลรักฉันด้วยใจเธอ Part 2,21,1
0.281,0.102,134.88,0.0278,0.573,0.0,4,0.646,4,198107,-9.3,0.162,1,Dere,Kota,74,1
0.739,0.306,104.99,0.0387,0.00459,0.0,4,0.744,8,189467,-5.35,0.649,1,Justin Bieber,Friends (with BloodPop®),1,1
0.632,0.118,90.097,0.0608,0.413,0.0,4,0.559,5,199175,-7.58,0.699,0,Sachet Tandon,Jug Jug Jeeve,74,1
0.78,0.196,91.93,0.327,0.71,1.97e-05,4,0.719,11,182772,-5.897,0.676,1,SNIK,Dominicana Latina,61,1
0.566,0.233,87.976,0.0932,0.12,1.59e-05,4,0.764,1,228068,-7.09,0.827,0,Singto Numchok,I JUST WANNA PEN FAN YOU DAI BOR ? (อ้ายจัสวอนน่าเป็นแฟนยูได้บ่ ?),65,1
